"TS1 B_SP,1,.tif"	 
0	0
80	0.9942
0	0
70	0.9906
0	0
154	0.9977
0	0
0	0
111	0.9348
170	0.9486
128	0.9359
5	0.8727
0	0
45	0.951
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
141	1
61	1
0	0
0	0
68	1
162	0.9503
0	0
108	0.98
0	0
0	0
0	0
154	0.9366
142	0.9709
103	0.9964
66	1
0	0
36	1
0	0
47	0.9472
0	0
0	0
0	0
0	0
0	0
0	0
0	0
142	0.9449
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
85	0.9683
103	0.9059
0	0
83	0.9945
0	0
0	0
0	0
0	0
0	0
0	0
117	0.9444
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
244	0.9596
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
45	0.9702
0	0
142	0.9709
104	0.9437
124	0.9719
0	0
0	0
0	0
184	0.9586
0	0
121	0.9889
184	0.9586
0	0
0	0
0	0
35	0.9465
0	0
0	0
0	0
0	0
0	0
0	0
0	0
229	0.9766
128	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
118	0.9643
106	0.9619
8	1
0	0
0	0
5	1
0	0
0	0
167	0.9796
0	0
0	0
144	0.9846
0	0
0	0
0	0
131	0.9973
131	0.9579
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
36	0.9959
149	0.9915
12	1
81	1
0	0
6	1
0	0
0	0
92	0.9196
165	0.9679
148	0.974
0	0
0	0
104	0.9315
155	0.9427
177	0.9221
160	0.9987
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
128	0.963
8	1
134	0.9798
0	0
0	0
0	0
5	1
0	0
0	0
170	0.9972
0	0
164	0.962
145	0.9914
123	0.9364
96	0.9287
119	0.9215
8	1
69	0.9926
0	0
0	0
0	0
0	0
0	0
0	0
196	0.9428
122	0.9562
0	0
0	0
0	0
0	0
0	0
0	0
124	0.9329
131	0.9314
62	0.967
55	0.9928
0	0
0	0
23	0.9377
0	0
0	0
0	0
0	0
150	0.9362
114	0.9482
129	0.9821
93	0.9425
24	1
0	0
160	0.9386
0	0
0	0
0	0
0	0
0	0
0	0
142	0.982
154	0.9868
0	0
0	0
0	0
0	0
0	0
0	0
9	0.7987
105	0.9528
140	0.9573
103	0.9648
146	0.9716
0	0
125	0.9797
0	0
144	0.9846
0	0
132	0.9652
0	0
6	1
0	0
0	0
110	0.9675
0	0
75	1
6	1
122	0.9679
5	1
0	0
82	0.968
141	0.9279
0	0
0	0
0	0
9	1
103	0.9777
106	0.9619
7	1
185	0.9972
7	1
122	0.9447
150	0.9612
0	0
0	0
0	0
94	0.9526
173	0.9555
0	0
167	0.9455
0	0
0	0
0	0
36	1
160	0.9628
0	0
103	0.9648
152	0.9146
86	0.9797
0	0
69	0.9608
119	1
86	0.9797
118	0.9525
0	0
0	0
59	0.8688
41	1
127	0.9554
58	1
100	0.9367
151	0.9783
126	0.9322
67	0.912
128	0.963
0	0
0	0
0	0
6	1
75	1
168	0.961
184	0.9586
0	0
0	0
110	0.9675
126	0.9479
0	0
85	1
132	0.9766
93	0.9885
31	1
94	0.9526
0	0
0	0
20	1
0	0
7	1
6	1
52	1
8	1
121	0.9484
7	1
114	0.9601
84	0.9569
84	0.971
150	0.9718
6	1
112	1
137	0.9629
0	0
69	1
0	0
0	0
97	0.983
0	0
0	0
98	0.9932
16	1
0	0
0	0
0	0
0	0
88	0.968
92	0.9778
0	0
0	0
10	1
123	0.9929
6	1
14	1
26	0.9315
30	1
181	0.9209
149	0.9653
131	0.9579
122	0.9288
88	0.968
114	0.9482
73	0.9936
0	0
8	1
8	1
0	0
0	0
0	0
0	0
0	0
48	0.9674
124	0.944
5	1
0	0
0	0
56	0.9674
39	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	1
73	0.9416
81	0.9562
145	0.9758
7	1
37	1
162	0.9748
137	0.9117
0	0
0	0
0	0
0	0
0	0
74	1
6	1
111	0.9763
36	0.9736
6	1
187	0.9294
94	0.9851
80	0.9942
39	0.9996
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
55	0.9928
153	0.9305
0	0
15	0.9757
18	1
135	0.9488
0	0
27	1
23	1
0	0
0	0
0	0
0	0
5	1
0	0
53	0.9745
6	1
124	0.944
10	1
127	0.9554
5	0.8727
5	1
128	0.9359
0	0
68	1
136	0.9669
126	0.9875
0	0
0	0
0	0
0	0
116	0.9648
137	0.9629
153	0.955
0	0
126	0.9368
6	1
145	0.9291
8	1
27	0.9674
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	1
5	1
68	0.9405
160	0.9731
90	1
87	0.957
103	0.9648
5	1
0	0
109	0.9465
0	0
0	0
0	0
0	0
0	0
0	0
162	0.9267
137	0.9629
5	1
0	0
53	1
61	0.9919
119	0.9725
138	0.9811
0	0
0	0
0	0
0	0
177	0.9221
77	0.9717
68	1
0	0
0	0
0	0
10	0.5989
0	0
0	0
137	0.9367
0	0
146	0.9983
0	0
0	0
0	0
139	0.9504
6	1
0	0
0	0
0	0
57	0.9847
107	0.9584
82	0.968
79	0.9818
34	0.9716
7	0.9433
103	0.9648
97	0.9384
0	0
0	0
0	0
15	1
0	0
162	0.9748
185	0.9638
0	0
0	0
0	0
0	0
0	0
0	0
138	0.9811
0	0
162	0.9267
0	0
0	0
0	0
0	0
118	0.9643
0	0
0	0
0	0
100	0.9805
65	0.9732
126	0.9875
57	0.9847
91	1
6	1
127	0.9669
83	0.9945
0	0
46	0.9918
0	0
0	0
0	0
148	0.9484
118	0.9938
145	0.9649
0	0
0	0
0	0
0	0
0	0
0	0
148	0.9849
0	0
0	0
131	0.9579
0	0
0	0
0	0
0	0
0	0
0	0
0	0
78	0.9207
0	0
51	1
0	0
7	0.9433
50	1
46	1
0	0
0	0
6	1
0	0
0	0
56	1
29	1
0	0
0	0
0	0
0	0
0	0
112	0.9725
0	0
0	0
0	0
154	0.9612
133	0.9612
0	0
165	0.9113
0	0
0	0
0	0
0	0
103	0.9648
112	0.9433
171	0.9782
110	0.9552
63	0.9826
92	1
9	1
56	1
0	0
78	1
134	0.9527
0	0
38	0.953
0	0
59	0.9202
56	0.9851
0	0
0	0
0	0
0	0
0	0
92	0.9778
0	0
122	0.9288
0	0
0	0
0	0
0	0
0	0
170	0.9625
128	0.963
109	0.9465
0	0
11	1
108	0.98
0	0
102	0.9682
113	0.8857
157	0.9548
0	0
104	0.9437
0	0
0	0
53	1
0	0
141	0.9751
130	0.9897
0	0
21	1
0	0
103	0.9777
0	0
38	0.974
65	0.9732
0	0
0	0
104	0.9742
0	0
92	0.9976
0	0
0	0
127	0.9554
5	1
5	1
123	0.9929
58	1
22	0.9599
0	0
0	0
137	0.9367
121	0.9484
0	0
0	0
0	0
42	1
90	0.9566
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
144	0.9582
0	0
0	0
90	0.9301
189	0.9616
0	0
0	0
158	0.9507
0	0
0	0
0	0
106	0.9929
15	1
193	0.9592
0	0
0	0
81	0.9705
106	0.9799
0	0
99	0.9152
48	1
0	0
0	0
0	0
128	0.963
0	0
204	0.9591
0	0
0	0
0	0
0	0
0	0
121	0.9484
150	0.9718
0	0
41	0.9765
203	0.9544
0	0
179	0.9326
154	0.9612
0	0
8	1
5	1
13	1
27	0.9674
147	0.9782
0	0
0	0
0	0
7	0.8976
193	0.9196
128	0.9745
64	1
52	1
155	0.9674
0	0
0	0
0	0
152	0.9385
133	0.9612
0	0
0	0
5	0.8727
0	0
0	0
108	0.9499
96	1
0	0
17	1
0	0
0	0
198	0.9309
0	0
189	0.9616
76	0.9803
138	0.9436
0	0
148	0.9484
142	0.9345
85	1
0	0
91	0.9868
102	0.9867
115	0.9685
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
94	0.9991
0	0
0	0
145	0.9291
130	0.9506
67	0.9482
72	0.9645
136	0.9405
0	0
0	0
176	0.9721
0	0
183	0.9534
0	0
111	0.9467
154	0.9868
118	0.9525
16	1
0	0
15	1
70	0.9906
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
209	0.9827
138	0.9811
72	0.98
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
173	0.9555
0	0
145	0.9649
0	0
93	0.9747
166	0.9496
116	0.977
0	0
96	0.9596
120	0.9687
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
216	0.9622
211	0.97
0	0
0	0
170	0.9725
122	0.9848
110	0.9982
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	0.9163
0	0
0	0
0	0
52	0.9818
7	1
136	0.9944
0	0
0	0
0	0
0	0
127	0.9669
0	0
0	0
0	0
34	0.9944
0	0
124	0.9602
44	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
102	0.9554
0	0
0	0
0	0
0	0
38	0.8606
0	0
0	0
119	0.9725
88	0.9543
109	0.9763
0	0
0	0
0	0
0	0
0	0
117	0.9444
0	0
0	0
0	0
66	0.9882
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
50	0.962
0	0
70	0.9378
0	0
122	0.9562
9	1
0	0
0	0
0	0
0	0
0	0
153	0.955
6	1
138	1
97	0.9511
120	0.9687
128	0.9251
0	0
0	0
0	0
0	0
5	1
0	0
0	0
0	0
104	0.9742
0	0
0	0
0	0
0	0
0	0
0	0
0	0
110	0.9552
0	0
0	0
50	0.962
72	0.98
98	0.9932
0	0
0	0
0	0
0	0
111	0.9639
47	0.9472
161	0.9346
76	0.9803
0	0
112	0.9725
0	0
0	0
0	0
0	0
107	0.971
0	0
0	0
0	0
0	0
116	0.977
0	0
0	0
0	0
0	0
0	0
0	0
0	0
142	0.9709
0	0
100	0.9996
0	0
99	0.9707
0	0
0	0
17	1
0	0
119	0.9898
18	1
5	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
86	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
13	1
128	0.9745
0	0
78	0.9547
0	0
36	1
0	0
0	0
31	0.9602
0	0
136	0.9944
132	0.9026
126	0.9875
0	0
56	1
0	0
0	0
0	0
0	0
0	0
190	0.9667
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
154	0.9366
0	0
0	0
0	0
0	0
0	0
29	1
58	0.9842
76	1
138	0.9436
158	0.9268
123	0.964
139	1
0	0
0	0
179	0.9418
84	0.971
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
114	0.9899
165	0.9929
0	0
0	0
0	0
74	0.9913
0	0
105	0.9405
8	1
149	0.92
0	0
0	0
0	0
0	0
21	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
72	0.98
57	1
0	0
158	0.9862
132	0.9652
0	0
0	0
0	0
36	1
168	0.9855
164	0.962
170	0.9725
0	0
0	0
158	0.9862
103	0.9648
0	0
110	0.8275
154	0.9717
0	0
0	0
0	0
0	0
142	0.9709
0	0
161	0.9792
175	0.9433
0	0
154	0.9612
0	0
191	0.9718
0	0
137	0.9367
0	0
150	0.9362
0	0
0	0
84	0.9916
0	0
137	0.9367
0	0
174	0.9611
7	1
0	0
192	0.9324
143	0.9516
153	0.955
196	0.9648
68	0.9623
0	0
173	0.9555
166	0.9169
176	0.9487
195	0.9921
93	1
0	0
0	0
199	0.9664
0	0
230	0.9432
0	0
0	0
190	0.9667
159	0.9568
166	0.984
182	0.9576
233	0.9356
0	0
0	0
17	1
181	0.9756
0	0
182	0.9389
195	0.9083
228	0.9637
"TS4 B_SP,2,.tif"	
138	0.9811
91	1
135	0.9757
0	0
148	0.9588
88	0.968
174	0.9709
14	1
173	0.9653
117	1
133	0.9348
168	0.9511
109	0.9763
177	0.9776
156	0.9387
60	0.9929
135	0.9871
114	0.9482
94	0.9991
174	0.9953
173	0.9325
117	0.9444
0	0
0	0
0	0
58	0.9598
0	0
64	0.9982
39	0.9996
82	0.9341
180	0.9702
73	1
171	0.9542
84	1
166	0.9496
158	0.9507
0	0
185	0.9106
0	0
95	0.9956
127	0.9669
173	0.9896
180	0.9702
118	0.9643
101	0.9904
168	0.9855
82	0.9825
80	0.88
134	0.9798
167	0.9796
63	0.9826
153	0.9447
134	0.9527
0	0
21	1
108	0.98
0	0
0	0
90	0.9566
0	0
0	0
0	0
0	0
194	0.9549
0	0
179	0.9648
0	0
0	0
0	0
0	0
107	1
145	0.9542
76	0.9445
0	0
0	0
105	0.9835
0	0
0	0
0	0
22	1
0	0
114	0.9899
9	1
47	1
0	0
240	0.9637
30	1
97	0.9511
0	0
87	1
10	1
0	0
0	0
0	0
82	1
166	0.9496
0	0
0	0
0	0
0	0
0	0
0	0
214	0.9326
27	1
0	0
42	1
154	0.9868
0	0
0	0
0	0
0	0
0	0
21	1
0	0
185	0.9734
0	0
89	0.9327
26	0.9927
0	0
0	0
0	0
114	0.9723
0	0
0	0
0	0
53	1
0	0
112	0.9851
51	0.9629
107	0.9584
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
53	1
0	0
97	1
71	1
0	0
0	0
213	0.9701
0	0
67	1
0	0
0	0
100	0.9805
0	0
0	0
0	0
0	0
8	0.9144
160	0.9987
131	0.9973
90	0.99
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	1
0	0
82	0.968
21	1
156	0.9737
0	0
0	0
199	0.9269
0	0
0	0
0	0
93	0.9885
0	0
0	0
0	0
0	0
0	0
155	0.9932
121	0.9767
95	0.9628
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
131	0.9692
111	0.9942
0	0
118	0.9814
17	1
0	0
137	0.9219
79	0.9466
0	0
0	0
6	1
0	0
0	0
108	0.9378
0	0
0	0
0	0
0	0
0	0
0	0
82	0.968
114	0.9723
0	0
120	0.9981
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
94	0.9851
0	0
169	0.9334
5	1
0	0
0	0
0	0
90	0.99
0	0
0	0
0	0
0	0
0	0
0	0
0	0
91	0.9868
199	0.9356
170	0.939
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
69	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
125	0.9679
154	0.9868
136	0.9944
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
162	0.9503
0	0
0	0
0	0
0	0
0	0
255	0.9741
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
200	0.9403
138	0.9436
96	0.9729
95	0.9628
0	0
0	0
133	0.9725
175	0.9339
147	0.942
0	0
0	0
142	0.9449
0	0
33	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
125	0.9679
0	0
0	0
0	0
0	0
0	0
0	0
0	0
177	0.9445
199	0.9356
129	0.9544
125	0.9404
153	0.955
99	0.9577
134	0.9798
0	0
0	0
0	0
0	0
144	0.9329
0	0
0	0
0	0
0	0
0	0
0	0
0	0
71	0.9302
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
163	0.9808
81	0.9705
0	0
0	0
0	0
191	0.9402
171	0.9782
191	0.9718
78	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
107	0.971
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
89	0.9651
118	0.9525
0	0
0	0
0	0
0	0
88	1
128	0.9745
85	1
0	0
0	0
12	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
227	0.9391
0	0
0	0
0	0
0	0
0	0
0	0
0	0
195	0.9921
0	0
117	0.9854
148	0.9138
104	0.9872
136	0.9669
0	0
0	0
0	0
64	0.9982
0	0
0	0
0	0
0	0
0	0
43	0.9087
164	0.9722
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
200	0.962
48	0.9674
108	0.98
158	0.9862
0	0
0	0
0	0
0	0
13	1
0	0
90	0.99
148	0.9849
90	0.9432
92	0.9324
44	0.9964
86	0.9797
108	0.9378
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
121	0.9484
147	0.9524
0	0
0	0
0	0
0	0
78	0.9693
122	0.9562
106	0.9799
0	0
150	0.9612
120	0.9687
71	1
7	1
0	0
85	1
108	0.9378
0	0
0	0
0	0
0	0
0	0
0	0
157	0.9548
126	0.9875
0	0
0	0
0	0
0	0
0	0
0	0
0	0
74	0.9695
0	0
0	0
0	0
0	0
0	0
0	0
0	0
26	1
80	0.9942
0	0
106	0.9929
5	1
0	0
80	0.9942
79	0.9818
68	0.9623
0	0
0	0
0	0
0	0
0	0
0	0
66	0.9882
10	1
0	0
0	0
0	0
0	0
0	0
0	0
5	1
81	0.9562
144	0.9846
0	0
109	0.9465
132	0.9277
64	1
125	0.9679
105	0.9528
0	0
6	1
0	0
7	1
103	0.9964
8	1
103	0.9226
0	0
0	0
6	1
113	1
27	1
0	0
0	0
124	0.9329
0	0
0	0
38	1
0	0
62	1
19	1
0	0
32	0.9912
21	1
176	0.9721
109	0.9345
9	1
162	0.9852
5	0.8727
151	0.9783
128	0.963
121	0.9889
21	1
0	0
103	0.9648
74	1
14	1
0	0
0	0
114	0.9601
0	0
97	0.9696
97	0.9696
6	1
0	0
0	0
92	1
0	0
0	0
23	1
0	0
124	1
148	0.9238
0	0
199	0.9356
108	1
154	0.9612
0	0
0	0
67	0.9866
0	0
0	0
45	1
92	0.9642
169	0.9667
0	0
0	0
45	0.951
67	1
148	0.9238
0	0
0	0
153	0.955
110	0.9552
128	0.9745
0	0
0	0
0	0
0	0
0	0
40	1
0	0
14	0.9925
0	0
0	0
0	0
154	0.9612
0	0
173	0.9794
85	1
0	0
161	0.9444
0	0
62	1
0	0
108	0.9378
6	1
0	0
0	0
0	0
0	0
89	0.979
0	0
0	0
0	0
0	0
17	0.9849
0	0
0	0
0	0
32	1
0	0
5	0.8727
0	0
21	1
175	0.9339
0	0
198	0.9434
139	0.9882
129	0.9821
148	0.9588
126	0.9479
0	0
10	1
51	1
145	0.9649
118	0.9938
0	0
0	0
0	0
0	0
139	0.9769
0	0
0	0
10	0.9817
0	0
0	0
0	0
164	0.962
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
108	1
155	0.9092
0	0
0	0
92	0.9778
0	0
5	1
5	0.8727
0	0
175	0.9765
0	0
0	0
0	0
0	0
0	0
95	0.9956
48	1
0	0
84	0.9916
0	0
0	0
0	0
0	0
82	0.9825
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
85	0.9683
168	0.961
0	0
85	1
72	0.98
0	0
134	0.9418
161	0.9444
0	0
0	0
34	1
0	0
0	0
53	1
0	0
0	0
177	0.9541
64	0.9982
124	0.9719
0	0
45	0.9702
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
77	1
0	0
0	0
6	1
0	0
13	1
186	0.969
0	0
0	0
0	0
123	0.9364
0	0
117	0.9562
0	0
158	0.9507
100	0.9674
0	0
51	1
186	0.9787
0	0
0	0
142	0.9709
0	0
0	0
0	0
0	0
0	0
0	0
173	0.9555
124	1
0	0
10	1
120	0.9405
112	0.9851
101	0.9336
5	1
0	0
14	1
0	0
0	0
30	0.952
127	0.9669
0	0
32	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
124	1
0	0
0	0
32	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
12	1
0	0
182	0.981
93	0.9747
0	0
0	0
0	0
0	0
0	0
139	0.9613
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
52	1
0	0
75	0.9826
0	0
0	0
0	0
85	0.9683
0	0
0	0
0	0
0	0
49	0.9875
0	0
5	1
0	0
0	0
154	0.9717
6	1
48	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
144	0.9846
16	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
78	1
0	0
0	0
203	0.9544
75	0.9674
175	0.9765
5	1
76	0.9803
0	0
0	0
0	0
0	0
0	0
0	0
66	0.9718
87	0.957
0	0
0	0
0	0
0	0
23	1
0	0
0	0
162	0.9748
0	0
93	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
97	0.983
0	0
141	0.9641
0	0
0	0
83	0.9455
77	1
69	1
11	1
98	0.918
0	0
27	0.9428
32	1
58	1
0	0
0	0
0	0
0	0
0	0
121	0.9484
160	0.9386
0	0
26	0.9927
0	0
0	0
88	0.968
0	0
164	0.9285
206	0.9382
104	0.8151
0	0
0	0
8	1
0	0
212	0.9358
95	0.9628
0	0
125	0.9797
91	0.9537
0	0
0	0
0	0
133	0.9456
109	1
0	0
108	0.9674
113	0.9812
0	0
0	0
83	0.9798
0	0
0	0
90	0.99
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
136	0.9944
0	0
122	0.9562
0	0
0	0
34	1
97	0.9696
65	0.9571
0	0
0	0
21	1
0	0
0	0
0	0
68	0.9623
0	0
0	0
0	0
0	0
0	0
0	0
67	1
0	0
0	0
115	0.9685
0	0
0	0
0	0
0	0
84	1
147	0.9674
37	1
60	1
0	0
0	0
0	0
0	0
0	0
0	0
94	0.9851
197	0.9566
47	1
0	0
87	0.9911
71	0.9886
172	0.95
0	0
144	0.9582
5	1
0	0
0	0
0	0
0	0
44	0.9762
156	0.9387
0	0
0	0
0	0
0	0
0	0
0	0
0	0
130	1
97	0.9511
41	1
8	1
113	0.9517
0	0
0	0
0	0
130	0.9618
202	0.92
50	1
0	0
6	1
34	1
0	0
0	0
0	0
117	0.9731
0	0
0	0
0	0
247	0.9435
162	0.9748
152	0.9487
0	0
0	0
131	0.9579
149	0.9548
16	1
0	0
0	0
0	0
126	0.9875
0	0
84	0.9916
198	0.9524
0	0
127	0.9954
148	0.9588
0	0
0	0
138	0.9183
104	0.9742
116	1
0	0
0	0
15	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
87	0.9434
0	0
114	0.9899
85	0.9826
0	0
127	0.9669
108	1
36	0.9959
0	0
0	0
102	1
0	0
131	0.9579
0	0
0	0
100	0.9674
119	1
175	0.9666
0	0
0	0
88	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
131	0.9468
56	1
93	0.9885
197	0.9791
0	0
62	0.967
116	0.9648
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
180	0.9702
132	0.9652
118	0.9938
76	0.9445
5	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
151	0.9425
174	0.9953
115	0.9986
142	0.9345
103	1
0	0
0	0
115	0.9283
0	0
0	0
0	0
201	0.9362
128	0.963
0	0
102	0.6638
0	0
0	0
0	0
0	0
200	0.9316
93	0.9747
163	0.9324
0	0
0	0
0	0
0	0
0	0
128	0.963
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
63	0.9433
0	0
0	0
0	0
83	0.9798
134	0.9527
182	0.926
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
77	0.9569
72	0.9287
0	0
0	0
0	0
0	0
35	1
0	0
0	0
0	0
161	0.9688
124	0.9719
0	0
0	0
0	0
0	0
0	0
0	0
178	0.9499
0	0
143	0.9778
0	0
155	0.9571
148	0.9849
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
73	0.9936
0	0
62	0.9507
0	0
0	0
0	0
0	0
0	0
54	0.9929
69	0.9926
0	0
152	0.9591
64	0.9982
94	0.9659
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	0.9163
10	0.8875
26	0.9927
0	0
0	0
0	0
0	0
0	0
94	0.9217
0	0
115	0.9565
94	0.9851
0	0
0	0
0	0
0	0
0	0
13	1
0	0
216	0.9329
101	0.9771
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
16	1
0	0
0	0
0	0
10	1
79	0.9818
171	0.9782
117	1
158	0.9507
0	0
20	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
104	0.9742
0	0
0	0
0	0
0	0
157	0.9799
188	0.9794
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
101	0.9771
0	0
0	0
0	0
0	0
0	0
47	0.9933
0	0
208	0.9266
201	0.945
91	0.9222
0	0
0	0
53	0.9745
11	1
14	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
70	0.9378
0	0
124	0.9719
0	0
0	0
0	0
22	1
70	0.9906
0	0
187	0.9839
0	0
0	0
55	0.9928
187	0.9294
0	0
216	0.9622
0	0
0	0
132	0.9931
152	0.974
0	0
118	0.9525
0	0
142	0.982
0	0
0	0
0	0
146	0.9716
135	0.9598
131	0.9579
203	0.9544
0	0
152	0.974
0	0
157	0.9447
119	0.9898
0	0
198	0.9309
127	0.9669
126	0.9875
0	0
0	0
0	0
